,Bahis Tipi,Tercih,Olasılıklar
48,Maç Sonucu ve Alt / Üst 3.5,0 ve 3.5 Alt,14
49,Maç Sonucu ve Alt / Üst 3.5,2 ve 3.5 Alt,25
50,Maç Sonucu ve Alt / Üst 3.5,1 ve 3.5 Üst,10
51,Maç Sonucu ve Alt / Üst 3.5,0 ve 3.5 Üst,5
52,Maç Sonucu ve Alt / Üst 3.5,2 ve 3.5 Üst,14
53,Maç Sonucu ve Alt / Üst 4.5,1 ve 4.5 Alt,37
54,Maç Sonucu ve Alt / Üst 4.5,0 ve 4.5 Alt,18
55,Maç Sonucu ve Alt / Üst 4.5,2 ve 4.5 Alt,30
56,Maç Sonucu ve Alt / Üst 4.5,1 ve 4.5 Üst,5
57,Maç Sonucu ve Alt / Üst 4.5,0 ve 4.5 Üst,1
58,Maç Sonucu ve Alt / Üst 4.5,2 ve 4.5 Üst,9
59,Çifte Şans,1 ve 0,61
60,Çifte Şans,1 ve 2,81
61,Çifte Şans,0 ve 2,58
62,Ev Sahibi Alt / Üst,0.5 Alt,20
63,Ev Sahibi Alt / Üst,0.5 Üst,80
64,Ev Sahibi Alt / Üst,1.5 Alt,58
65,Ev Sahibi Alt / Üst,1.5 Üst,42
66,Ev Sahibi Alt / Üst,2.5 Alt,86
67,Ev Sahibi Alt / Üst,2.5 Üst,14
68,Deplasman Alt / Üst,0.5 Alt,21
69,Deplasman Alt / Üst,0.5 Üst,79
70,Deplasman Alt / Üst,1.5 Alt,61
71,Deplasman Alt / Üst,1.5 Üst,39
72,Deplasman Alt / Üst,2.5 Alt,80
73,Deplasman Alt / Üst,2.5 Üst,20
74,Handikaplı Maç Sonucu,1 (0:1),15
75,Handikaplı Maç Sonucu,0 (0:1),27
76,Handikaplı Maç Sonucu,2 (0:1),58
77,Handikaplı Maç Sonucu,1 (1:0),61
78,Handikaplı Maç Sonucu,0 (1:0),22
79,Handikaplı Maç Sonucu,2 (1:0),17
80,Handikaplı Maç Sonucu,1 (2:0),83
81,Handikaplı Maç Sonucu,0 (2:0),9
82,Handikaplı Maç Sonucu,2 (2:0),8
83,Handikaplı Maç Sonucu,1 (0:2),7
84,Handikaplı Maç Sonucu,0 (0:2),8
85,Handikaplı Maç Sonucu,2 (0:2),85
86,Toplam Gol,0-1 gol,21
87,Toplam Gol,2-3 gol,50
88,Toplam Gol,4-5 gol,26
89,Toplam Gol,6+ gol,3
90,Hangi Yarıda Daha Çok Gol Olur,1,27
91,Hangi Yarıda Daha Çok Gol Olur,Eşit,16
92,Hangi Yarıda Daha Çok Gol Olur,2,57
93,Ev Sahibi Takım Hangi Yarıda Daha Çok Gol Atar,1,24
94,Ev Sahibi Takım Hangi Yarıda Daha Çok Gol Atar,Eşit,38
95,Ev Sahibi Takım Hangi Yarıda Daha Çok Gol Atar,2,38
96,Deplasman Takım Hangi Yarıda Daha Çok Gol Atar,1,23
97,Deplasman Takım Hangi Yarıda Daha Çok Gol Atar,Eşit,30
98,Deplasman Takım Hangi Yarıda Daha Çok Gol Atar,2,47
99,Ev Sahibi Takım Gol Yemeden Kazanır mı?,Evet,18
100,Ev Sahibi Takım Gol Yemeden Kazanır mı?,Hayır,82
101,Deplasman Takım Gol Yemeden Kazanır mı?,Evet,17
102,Deplasman Takım Gol Yemeden Kazanır mı?,Hayır,83
103,Ev Sahibi Takım Her İki Yarıyı da Kazanır mı,Evet,8
104,Ev Sahibi Takım Her İki Yarıyı da Kazanır mı,Hayır,92
105,Deplasman Takımı Her İki Yarıyı da Kazanır mı,Evet,11
106,Deplasman Takımı Her İki Yarıyı da Kazanır mı,Hayır,89
107,İlk Yarı Çifte Şans,1 ve 0,70
108,İlk Yarı Çifte Şans,1 ve 2,61
109,İlk Yarı Çifte Şans,0 ve 2,69
110,Hangi Takım Kaç Farkla Kazanır,Ev 3+,7
111,Hangi Takım Kaç Farkla Kazanır,Ev 2,8
112,Hangi Takım Kaç Farkla Kazanır,Ev 1,27
113,Hangi Takım Kaç Farkla Kazanır,Dep 1,22
114,Hangi Takım Kaç Farkla Kazanır,Dep 2,9
115,Hangi Takım Kaç Farkla Kazanır,Dep 3+,8
116,Hangi Takım Kaç Farkla Kazanır,0,19
117,İkinci Yarı Sonucu,1,31
118,İkinci Yarı Sonucu,0,38
119,İkinci Yarı Sonucu,2,31
120,Tek / Çift,Tek,62
121,Tek / Çift,Çift,38
122,Maç Skoru,1 – 0,12
123,Maç Skoru,2 – 0,3
124,Maç Skoru,2 – 1,14
125,Maç Skoru,3 – 0,3
126,Maç Skoru,3 – 1,5
127,Maç Skoru,3 – 2,0
128,Maç Skoru,4 – 0,0
129,Maç Skoru,4 – 1,4
130,Maç Skoru,4 – 2,0
131,Maç Skoru,5 – 0,0
132,Maç Skoru,5 – 1,0
133,Maç Skoru,6 – 0,0
134,Maç Skoru,0 – 0,3
135,Maç Skoru,1 – 1,11
136,Maç Skoru,2 – 2,4
137,Maç Skoru,3 – 3,1
138,Maç Skoru,0 – 1,6
139,Maç Skoru,0 – 2,5
140,Maç Skoru,1 – 2,10
141,Maç Skoru,0 – 3,4
142,Maç Skoru,1 – 3,3
143,Maç Skoru,2 – 3,6
144,Maç Skoru,0 – 4,2
145,Maç Skoru,1 – 4,2
146,Maç Skoru,2 – 4,1
147,Maç Skoru,0 – 5,0
148,Maç Skoru,1 – 5,0
149,Maç Skoru,0 – 6,0
150,Maç Skoru,Diğer,1
151,Maç Sonucu ve Karşılıklı Gol,1 ve Var,24
152,Maç Sonucu ve Karşılıklı Gol,1 ve Yok,18
153,Maç Sonucu ve Karşılıklı Gol,0 ve Var,16
154,Maç Sonucu ve Karşılıklı Gol,0 ve Yok,3
155,Maç Sonucu ve Karşılıklı Gol,2 ve Var,22
156,Maç Sonucu ve Karşılıklı Gol,2 ve Yok,17
157,İlk Yarı Sonucu ve İlk Yarı Karşılıklı Gol,1 ve Var,5
158,İlk Yarı Sonucu ve İlk Yarı Karşılıklı Gol,1 ve Yok,26
159,İlk Yarı Sonucu ve İlk Yarı Karşılıklı Gol,0 ve Var,9
160,İlk Yarı Sonucu ve İlk Yarı Karşılıklı Gol,0 ve Yok,30
161,İlk Yarı Sonucu ve İlk Yarı Karşılıklı Gol,2 ve Var,6
162,İlk Yarı Sonucu ve İlk Yarı Karşılıklı Gol,2 ve Yok,24
163,Altı/Üstü ve Karşılıklı Gol,Alt ve Var 2.5,11
164,Altı/Üstü ve Karşılıklı Gol,Üst ve Var 2.5,51
165,Altı/Üstü ve Karşılıklı Gol,Alt ve Yok 2.5,29
166,Altı/Üstü ve Karşılıklı Gol,Üst ve Yok 2.5,9
167,İlk Yarı Skoru,0 – 0,30
168,İlk Yarı Skoru,1 – 1,9
169,İlk Yarı Skoru,2 – 2,0
170,İlk Yarı Skoru,1 – 0,23
171,İlk Yarı Skoru,2 – 0,2
172,İlk Yarı Skoru,2 – 1,5
173,İlk Yarı Skoru,0 – 1,18
174,İlk Yarı Skoru,0 – 2,4
175,İlk Yarı Skoru,1 – 2,6
176,İlk Yarı Skoru,Diğer,3
177,İY/MS Skorları,0 – 0 / 0 – 0,3
178,İY/MS Skorları,0 – 0 / 0 – 1,4
179,İY/MS Skorları,0 – 0 / 0 – 2,1
180,İY/MS Skorları,0 – 0 / 0 – 3,0
181,İY/MS Skorları,0 – 0 / 1 – 0,6
182,İY/MS Skorları,0 – 0 / 1 – 1,6
183,İY/MS Skorları,0 – 0 / 1 – 2,1
184,İY/MS Skorları,0 – 0 / 2 – 0,1
185,İY/MS Skorları,0 – 0 / 2 – 1,4
186,İY/MS Skorları,0 – 0 / 3 – 0,2
187,İY/MS Skorları,0 – 0 / 4+,2
188,İY/MS Skorları,1 – 0 / 1 – 0,6
189,İY/MS Skorları,1 – 0 / 1 – 1,3
190,İY/MS Skorları,1 – 0 / 1 – 2,3
191,İY/MS Skorları,1 – 0 / 2 – 0,2
192,İY/MS Skorları,1 – 0 / 2 – 1,3
193,İY/MS Skorları,1 – 0 / 3 – 0,1
194,İY/MS Skorları,1 – 0 / 4+,5
195,İY/MS Skorları,0 – 1 / 0 – 1,2
196,İY/MS Skorları,0 – 1 / 0 – 2,1
197,İY/MS Skorları,0 – 1 / 0 – 3,3
198,İY/MS Skorları,0 – 1 / 1 – 1,2
199,İY/MS Skorları,0 – 1 / 1 – 2,3
200,İY/MS Skorları,0 – 1 / 2 – 1,3
201,İY/MS Skorları,0 – 1 / 4+,4
202,İY/MS Skorları,2 – 0 / 2 – 0,0
203,İY/MS Skorları,2 – 0 / 2 – 1,0
204,İY/MS Skorları,2 – 0 / 3 – 0,0
205,İY/MS Skorları,2 – 0 / 4+,2
206,İY/MS Skorları,1 – 1 / 1 – 1,0
207,İY/MS Skorları,1 – 1 / 1 – 2,1
208,İY/MS Skorları,1 – 1 / 2 – 1,2
209,İY/MS Skorları,1 – 1 / 4+,6
210,İY/MS Skorları,0 – 2 / 0 – 2,3
211,İY/MS Skorları,0 – 2 / 0 – 3,1
212,İY/MS Skorları,0 – 2 / 1 – 2,0
213,İY/MS Skorları,0 – 2 / 4+,0
214,İY/MS Skorları,3 – 0 / 3 – 0,0
215,İY/MS Skorları,3 – 0 / 4+,1
216,İY/MS Skorları,2 – 1 / 2 – 1,2
217,İY/MS Skorları,2 – 1 / 4+,3
218,İY/MS Skorları,1 – 2 / 1 – 2,2
219,İY/MS Skorları,1 – 2 / 4+,4
220,İY/MS Skorları,0 – 3 / 0 – 3,0
221,İY/MS Skorları,0 – 3 / 4+,2
222,İY/MS Skorları,4+ / 4+,0
223,İlk Yarı Tek/Çift,Tek,55
224,İlk Yarı Tek/Çift,Çift,45
225,İlk Yarı Karşılıklı Gol Var,Var,20
226,İlk Yarı Karşılıklı Gol Var,Yok,80
227,Ev Sahibi İlk Yarı Altı/Üstü,Alt 0.5,54
228,Ev Sahibi İlk Yarı Altı/Üstü,Üst 0.5,46
229,Deplasman İlk Yarı Altı/Üstü,Alt 0.5,56
230,Deplasman İlk Yarı Altı/Üstü,Üst 0.5,44
231,İlk Yarı Sonucu ve İlk Yarı Altı/Üstü,1 ve Alt 1.5,23
232,İlk Yarı Sonucu ve İlk Yarı Altı/Üstü,0 ve Alt 1.5,30
233,İlk Yarı Sonucu ve İlk Yarı Altı/Üstü,2 ve Alt 1.5,18
234,İlk Yarı Sonucu ve İlk Yarı Altı/Üstü,1 ve Üst 1.5,8
235,İlk Yarı Sonucu ve İlk Yarı Altı/Üstü,0 ve Üst 1.5,9
236,İlk Yarı Sonucu ve İlk Yarı Altı/Üstü,2 ve Üst 1.5,12
237,Ev Sahibi Yarı Kazanır,Evet,54
238,Ev Sahibi Yarı Kazanır,Hayır,46
239,Deplasman Yarı Kazanır,Evet,50
240,Deplasman Yarı Kazanır,Hayır,50
241,İki Yarı da Alt 1.5,Evet,29
242,İki Yarı da Alt 1.5,Hayır,71
243,İki Yarı da Üst 1.5,Evet,14
244,İki Yarı da Üst 1.5,Hayır,86
245,İkinci Yarı Karşılıklı Gol,Evet,36
246,İkinci Yarı Karşılıklı Gol,Hayır,64
